Date	≥10	9	8	7	6	5	4	3	2	1	0
2013-02-04	388192	57875	70970	85140	113655	162922	280613	441265	689628	1597402	93
2013-02-15	386051	57535	70586	84816	113254	163048	300525	509914	803575	1933772	3
2013-02-28	392534	58188	70482	85458	113544	165233	352733	553833	969191	3063978	452
2013-03-16	446043	61987	74313	89408	116515	176892	366742	589365	1158215	3961062	53
2013-03-30	475921	67909	81711	99766	130937	202407	389515	655321	1365970	5064606	120
2013-04-17	495569	71267	86671	108622	146575	240415	405739	714612	1530501	6819690	1834
2013-05-05	500781	71776	87310	110340	146570	245653	425331	745282	1574916	8107344	7227
2013-05-14	502449	71834	87445	111066	147323	246560	425551	749421	1588027	8467622	4800
2013-05-27	504912	72233	87943	111842	148481	249852	425340	753174	1601430	8601823	8347
2013-06-10	507091	72551	88613	113049	151734	253718	426023	753316	1608622	8578751	9254
2013-06-23	509134	72880	89055	113949	153608	258598	428326	763217	1676771	8562507	10969
2013-07-10	514732	73545	89052	114237	158730	277473	470305	754867	1739035	8510053	81622
2013-07-27	519548	74211	90174	114505	162619	278290	478405	839646	1706104	8546206	545999
2013-08-05	525651	74686	90928	116421	167605	300100	563097	900173	1709953	8491852	626241
2013-08-17	526268	74802	90930	116702	168206	313527	572483	902020	1706689	8484468	652709
2013-08-27	528435	74821	91152	117084	169394	320894	573052	928817	1732082	8490544	659094
2013-09-10	531058	74986	91528	118070	172794	327067	604880	978916	1710758	8483461	739749
2013-09-22	533052	75341	91740	120131	200155	335803	657879	934798	1719322	8473247	748352
2013-10-06	537992	74889	92009	132471	211408	338976	658176	1048610	1756366	8380941	758118
2013-10-21	540608	75037	92272	133347	215909	369170	629147	1061740	1763145	8367527	762569
2013-11-05	543049	75241	92511	134147	217220	372447	631373	1084420	1755888	8372107	763833
2013-11-20	545446	75285	93008	136706	217970	372395	633963	1088519	1774200	8400248	745222
2013-12-05	547971	75674	94282	138423	219493	374425	635462	1091595	1792356	8412539	749916
2013-12-21	550266	76004	94745	139147	220077	376101	637273	1095699	1809351	8488213	753554
2014-01-06	556641	78240	96818	141500	223145	381668	643462	1109606	1859104	8518678	795203
2014-01-23	562430	79079	98113	143071	225634	384848	648431	1122421	1897275	8459007	751551
2014-02-10	565781	79428	98674	143783	227465	387988	652671	1125674	1905784	8493715	759999
2014-02-26	568717	79767	99194	145540	253671	365479	655210	1126350	1914326	8534434	776546
2014-03-15	571841	80167	99887	146510	255953	367678	655826	1130009	1920266	8609483	779315
2014-03-31	577717	79406	99908	146855	257187	369512	658156	1134185	1925763	8613752	785777
2014-04-20	583750	80888	102400	147984	257732	372339	661618	1142741	1928845	9028632	787067
2014-05-08	586739	81608	103026	148756	258749	374747	666210	1147715	1933620	9240690	789316
2014-05-26	589486	82042	103528	149796	259552	376999	669023	1152483	1943885	9330589	772549
2014-06-12	593068	82721	107244	172715	237963	377978	677687	1159560	1973236	9429732	778576
2014-07-05	597652	83973	109729	179382	244874	406418	689642	1220662	1980808	9386735	785868
2014-07-31	603516	85544	112194	184234	250693	414102	727473	1247857	1998033	9325568	840671
2014-08-04	604049	85695	112545	184833	251907	413928	727326	1255944	1991754	9314805	849470
2014-08-23	609155	86523	114444	187591	255182	415254	732803	1291636	2001429	9277610	884662
2014-09-15	613856	87620	116245	188561	257349	421844	758766	1291628	2034077	9450004	979165
2014-09-29	617726	88182	118022	189346	258333	429588	789186	1284161	2022878	9465264	1004149
2014-10-13	620113	88670	121529	188178	260503	435873	825939	1280432	2004945	9488108	1005862
2014-10-27	623297	89095	122524	189115	262421	440164	841442	1300388	1994505	9494009	1064703
2014-11-10	625579	89450	123251	189992	263055	441589	842910	1303750	2048825	9571950	1071680
2014-11-24	627726	90054	124266	189809	265246	441067	845301	1304993	2056869	9568113	1092971
2014-12-10	629533	90618	124713	190671	265575	441806	847485	1306240	2062508	9553051	1116576
2014-12-22	632606	90358	124741	191652	265858	443002	848226	1308070	2066566	9577108	1120423
2015-01-05	635994	90813	125597	192498	266653	444174	850734	1313228	2078551	9563828	1113657
2015-01-20	639281	91395	126237	193446	267398	445301	853372	1315619	2087256	9625650	1125073
2015-02-02	642351	91972	126558	194070	268288	447228	858049	1314687	2090514	9688324	1142610
2015-02-16	645297	92143	126346	194515	269020	448297	859232	1317327	2093378	9885430	1267908
2015-03-02	648056	92426	126805	195261	269912	450202	861250	1319361	2100545	9886994	1320362
2015-03-16	650982	92934	127773	197523	270605	452151	862333	1321164	2107147	10008393	1383234
2015-03-30	653287	93163	130381	196232	271774	452967	864465	1326502	2112151	10043081	1409146
2015-04-13	656063	93752	133296	200515	272663	452012	868800	1331482	2121766	10077145	1415015
2015-04-27	658513	93957	134036	203025	273569	452013	874895	1327787	2137466	10054448	1422787
2015-05-11	660764	94224	134261	203854	275529	458305	874782	1328745	2141244	10075090	1433173
2015-05-25	662847	94435	134730	204465	276606	458790	877308	1333912	2143686	10068772	1424215
2015-06-08	665608	94966	134871	204986	277331	460123	881230	1334106	2150284	10116643	1432187
2015-06-22	669118	95000	135626	205197	278450	461060	882736	1336627	2158134	10213730	1444486
2015-07-06	671697	95264	136591	205444	279238	461848	883987	1339738	2163694	10596840	1473740
2015-07-20	674057	95620	137595	205831	280056	463320	885910	1344207	2172149	10596589	1481264
2015-08-05	678152	95105	138407	206859	280852	465799	887411	1350006	2186391	10599520	1489748
2015-08-17	679976	95497	138645	207830	282105	468312	897241	1349264	2203862	10586588	1525405
2015-09-07	684499	96455	139122	208714	285020	470659	903084	1352725	2227410	10598642	1547866
