Date	≥10	9	8	7	6	5	4	3	2	1	0
2013-02-04	414889	61009	76627	92248	130980	168416	251998	418756	680265	1583385	9182
2013-02-15	413596	60817	76465	92190	131369	171230	272295	486339	791696	1917204	9878
2013-02-28	420784	61769	77281	93536	134262	181928	330688	520543	957778	3037027	10030
2013-03-16	464833	64224	81159	98233	140079	191143	365379	552237	1159382	3888600	35326
2013-03-30	498384	71145	86403	107753	152735	214413	395858	620304	1382787	4931796	72605
2013-04-17	522105	75939	91820	118950	175461	258695	412946	694168	1528355	6668479	74577
2013-05-05	542472	79791	97457	129529	197887	288920	430760	750716	1621267	7844284	39447
2013-05-14	546738	81073	102900	146590	234063	306975	444025	753867	1574534	8170285	41048
2013-05-27	589211	122054	110988	197070	267962	283310	413290	742189	1565707	8231163	42433
2013-06-10	599518	142306	129520	219779	310595	273876	378552	696676	1579151	8190432	42317
2013-06-23	606528	141317	131545	228628	318398	275186	381096	703720	1601354	8178100	73142
2013-07-10	623350	144466	134098	236498	311979	271912	391559	711798	1615934	8300068	41989
2013-07-27	631290	145953	136546	238664	316162	280669	399439	734214	1600742	8789355	82673
2013-08-05	641551	149608	141016	244717	327599	301961	418575	747747	1533364	8871133	189436
2013-08-17	643186	150173	142035	245495	328712	304849	420013	748202	1526774	8893372	205993
2013-08-27	647858	152759	144843	246435	330689	310774	427378	760995	1504683	8915673	243282
2013-09-10	688991	176053	139924	219208	312401	339335	503730	899331	1488626	8925455	140213
2013-09-22	720394	174532	140642	218188	305318	361467	591123	884363	1531792	8870587	91414
2013-10-06	739816	162981	145990	223390	293613	363148	610304	903940	1532900	8835534	178340
2013-10-21	816913	101186	194272	228588	244817	400349	569520	995795	1593286	8763723	102022
2013-11-05	837079	113423	189646	233186	252462	410143	596791	1039143	1618845	8649957	101561
2013-11-20	843487	114093	191953	238624	263393	411721	597332	1068100	1722096	8531175	100988
2013-12-05	848706	114603	193023	241160	264458	421532	595520	1071246	1774760	8499125	108003
2013-12-21	851363	115210	194649	246796	273931	464970	565049	1125961	1870943	8420388	111170
